Comment;clean_text;normalized_text;processed_text;tokens;aktor;isu;sentiment;pre_label;manual_label
Pada akhirnya acara bagi-bagi kue pada parpol pendukung juga dilakukan pada KDMP.;Pada akhirnya acara bagi bagi kue pada parpol pendukung juga dilakukan pada KDMP;pada akhirnya acara bagi bagi kue pada parpol pendukung juga dilakukan pada koperasi desa merah putih;pada akhirnya acara bagi bagi kue pada parpol pendukung juga dilakukan pada koperasi desa merah putih;['pada', 'akhirnya', 'acara', 'bagi', 'bagi', 'kue', 'pada', 'parpol', 'pendukung', 'juga', 'dilakukan', 'pada', 'koperasi', 'desa', 'merah', 'putih'];KDMP;Lainnya;Mendukung;Mendukung;Menolak
Tolong serap TKDM dalam negeri;Tolong serap TKDM dalam negeri;tolong serap tkdm dalam negeri;tolong serap tkdm dalam negeri;['tolong', 'serap', 'tkdm', 'dalam', 'negeri'];Tidak Terdeteksi;Lainnya;Netral;Netral;Netral
Buset perkoprasi dapet truk pik up dan motor. Usahanya aja belum tentu jalan;Buset perkoprasi dapet truk pik up dan motor Usahanya aja belum tentu jalan;buset perkoprasi dapet truk pik up dan motor usahanya saja belum tentu jalan;buset perkoprasi dapet truk pik up dan motor usahanya saja belum tentu jalan;['buset', 'perkoprasi', 'dapet', 'truk', 'pik', 'up', 'dan', 'motor', 'usahanya', 'saja', 'belum', 'tentu', 'jalan'];Tidak Terdeteksi;Lainnya;Netral;Netral;Menolak
percaya ga sech klo antek antek asing yg jelasin.....?;percaya ga sech klo antek antek asing yg jelasin;percaya tidak sech kalau antek antek asing yang jelasin;percaya tidak sech kalau antek antek asing yang jelasin;['percaya', 'tidak', 'sech', 'kalau', 'antek', 'antek', 'asing', 'yang', 'jelasin'];Tidak Terdeteksi;Lainnya;Netral;Netral;Menolak
Baru krasa kalo otoriter ?????????? era bangkitnya orde baru,.. & lokasi bangunan KMP kenapa juga memakai lahan ruang terbuka hijau, contoh di bwi kota , Jatim ????;Baru krasa kalo otoriter era bangkitnya orde baru lokasi bangunan KMP kenapa juga memakai lahan ruang terbuka hijau contoh di bwi kota Jatim;baru krasa kalau otoriter era bangkitnya orde baru lokasi bangunan koperasi desa merah putih kenapa juga memakai lahan ruang terbuka hijau contoh di bwi kota jatim;baru krasa kalau otoriter era bangkitnya orde baru lokasi bangunan koperasi desa merah putih kenapa juga memakai lahan ruang terbuka hijau contoh di bwi kota jatim;['baru', 'krasa', 'kalau', 'otoriter', 'era', 'bangkitnya', 'orde', 'baru', 'lokasi', 'bangunan', 'koperasi', 'desa', 'merah', 'putih', 'kenapa', 'juga', 'memakai', 'lahan', 'ruang', 'terbuka', 'hijau', 'contoh', 'di', 'bwi', 'kota', 'jatim'];KDMP;Militerisasi;Menolak;Menolak;Menolak
Kacau kalau wasit negara ikut bermain. Ga polri ga abri sama saja giliran ada proyek pasti ada korupsinya malah lebih parah;Kacau kalau wasit negara ikut bermain Ga polri ga abri sama saja giliran ada proyek pasti ada korupsinya malah lebih parah;kacau kalau wasit negara ikut bermain tidak polri tidak abri sama saja giliran ada proyek pasti ada korupsinya malah lebih parah;kacau kalau wasit negara ikut bermain tidak polri tidak abri sama saja giliran ada proyek pasti ada korupsinya malah lebih parah;['kacau', 'kalau', 'wasit', 'negara', 'ikut', 'bermain', 'tidak', 'polri', 'tidak', 'abri', 'sama', 'saja', 'giliran', 'ada', 'proyek', 'pasti', 'ada', 'korupsinya', 'malah', 'lebih', 'parah'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
KMP KALAU D BLANG KEBANGKITAN EKONOMI RAKYAT,, OMONG KOSONG,, KONSEPNYA GIMANA,,;KMP KALAU D BLANG KEBANGKITAN EKONOMI RAKYAT OMONG KOSONG KONSEPNYA GIMANA;koperasi desa merah putih kalau d blang kebangkitan ekonomi rakyat omong kosong konsepnya bagaimana;koperasi desa merah putih kalau blang kebangkitan ekonomi rakyat omong kosong konsepnya bagaimana;['koperasi', 'desa', 'merah', 'putih', 'kalau', 'blang', 'kebangkitan', 'ekonomi', 'rakyat', 'omong', 'kosong', 'konsepnya', 'bagaimana'];KDMP;Lainnya;Mendukung;Mendukung;Menolak
Mbg / ikn ok. Yg ng setuju ikn agar beli perahu agar tdknkna banjir;Mbg ikn ok Yg ng setuju ikn agar beli perahu agar tdknkna banjir;mbg ikn ok yang ng setuju ikn agar beli perahu agar tdknkna banjir;mbg ikn ok yang ng setuju ikn agar beli perahu agar tdknkna banjir;['mbg', 'ikn', 'ok', 'yang', 'ng', 'setuju', 'ikn', 'agar', 'beli', 'perahu', 'agar', 'tdknkna', 'banjir'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Menolak
pantes ada loreng di pembangunan koperasi nya, kirain gua ngapain foto-foto,;pantes ada loreng di pembangunan koperasi nya kirain gua ngapain foto foto;pantes ada loreng di pembangunan koperasi nya kirain saya ngapain foto foto;pantes ada loreng di pembangunan koperasi nya kirain saya ngapain foto foto;['pantes', 'ada', 'loreng', 'di', 'pembangunan', 'koperasi', 'nya', 'kirain', 'saya', 'ngapain', 'foto', 'foto'];Tidak Terdeteksi;Lainnya;Netral;Netral;Menolak
"Nti juga satu per satu berguguran seperti KUD dulu di zaman orba.

-- CORRUPT SYSTEM --";Nti juga satu per satu berguguran seperti KUD dulu di zaman orba CORRUPT SYSTEM;nti juga satu per satu berguguran seperti koperasi unit desa dulu di zaman orde baru corrupt system;nti juga satu per satu berguguran seperti koperasi unit desa dulu di zaman orde baru corrupt system;['nti', 'juga', 'satu', 'per', 'satu', 'berguguran', 'seperti', 'koperasi', 'unit', 'desa', 'dulu', 'di', 'zaman', 'orde', 'baru', 'corrupt', 'system'];Tidak Terdeteksi;Militerisasi, KUD;Diskusi;Diskusi;Menolak
Lahan korupsi baru;Lahan korupsi baru;lahan korupsi baru;lahan korupsi baru;['lahan', 'korupsi', 'baru'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
Sdh gk tau mau ngomong apalagi...bener2 ngaco setiap kebijakan ??;Sdh gk tau mau ngomong apalagi bener2 ngaco setiap kebijakan;sudah tidak tahu mau ngomong apalagi benar-benar ngaco setiap kebijakan;sudah tidak tahu mau ngomong apalagi benar-benar ngaco setiap kebijakan;['sudah', 'tidak', 'tahu', 'mau', 'ngomong', 'apalagi', 'benar-benar', 'ngaco', 'setiap', 'kebijakan'];Tidak Terdeteksi;Kebijakan;Menolak;Menolak;Menolak
ini pemerintah suruh kita rakyat beli produk lokal. ini malah pemerintah gak mau beli produk lokal. lah ini piye? gak kasi contoh. parah, bisa nya nekan rakyat aja kalo begini.;ini pemerintah suruh kita rakyat beli produk lokal ini malah pemerintah gak mau beli produk lokal lah ini piye gak kasi contoh parah bisa nya nekan rakyat aja kalo begini;ini pemerintah suruh kita rakyat beli produk lokal ini malah pemerintah tidak mau beli produk lokal ini piye tidak kasi contoh parah bisa nya nekan rakyat saja kalau begini;ini pemerintah suruh kita rakyat beli produk lokal ini malah pemerintah tidak mau beli produk lokal ini piye tidak kasi contoh parah bisa nya nekan rakyat saja kalau begini;['ini', 'pemerintah', 'suruh', 'kita', 'rakyat', 'beli', 'produk', 'lokal', 'ini', 'malah', 'pemerintah', 'tidak', 'mau', 'beli', 'produk', 'lokal', 'ini', 'piye', 'tidak', 'kasi', 'contoh', 'parah', 'bisa', 'nya', 'nekan', 'rakyat', 'saja', 'kalau', 'begini'];Tidak Terdeteksi;Kebijakan;Netral;Netral;Menolak
Betul tempo, anggaran desa di potong seperti di Wonogiri;Betul tempo anggaran desa di potong seperti di Wonogiri;betul tempo anggaran desa di potong seperti di wonogiri;betul tempo anggaran desa di potong seperti di wonogiri;['betul', 'tempo', 'anggaran', 'desa', 'di', 'potong', 'seperti', 'di', 'wonogiri'];Tempo;Media;Netral;Netral;Netral
Kalau di serah dengan kades habis duitnya gedung roboh cuma berapa bulan PADA DASAR KORUPTOR ITU PELAKUNYA SIPIL TAMATAN PTN PTS TERKENAL DI INDONESIA TEMPO PILLLLLLLAT;Kalau di serah dengan kades habis duitnya gedung roboh cuma berapa bulan PADA DASAR KORUPTOR ITU PELAKUNYA SIPIL TAMATAN PTN PTS TERKENAL DI INDONESIA TEMPO PILLLLLLLAT;kalau di serah dengan kepala desa habis duitnya gedung roboh hanya berapa bulan pada dasar koruptor itu pelakunya sipil tamatan ptn pts terkenal di indonesia tempo pilllllllat;kalau di serah dengan kepala desa habis duitnya gedung roboh hanya berapa bulan pada dasar koruptor itu pelakunya sipil tamatan ptn pts terkenal di indonesia tempo pilllllllat;['kalau', 'di', 'serah', 'dengan', 'kepala', 'desa', 'habis', 'duitnya', 'gedung', 'roboh', 'hanya', 'berapa', 'bulan', 'pada', 'dasar', 'koruptor', 'itu', 'pelakunya', 'sipil', 'tamatan', 'ptn', 'pts', 'terkenal', 'di', 'indonesia', 'tempo', 'pilllllllat'];Kades, Tempo;Korupsi, Media;Menolak;Menolak;Menolak
Belum ada rencana membangun koprasi merah putih aja. Di desa saya jalan jalan rusak berat gak ada perbaikan...;Belum ada rencana membangun koprasi merah putih aja Di desa saya jalan jalan rusak berat gak ada perbaikan;belum ada rencana membangun koperasi merah putih saja di desa saya jalan jalan rusak berat tidak ada perbaikan;belum ada rencana membangun koperasi merah putih saja di desa saya jalan jalan rusak berat tidak ada perbaikan;['belum', 'ada', 'rencana', 'membangun', 'koperasi', 'merah', 'putih', 'saja', 'di', 'desa', 'saya', 'jalan', 'jalan', 'rusak', 'berat', 'tidak', 'ada', 'perbaikan'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Menolak
Manager. Baru kali ini yg.. Ga perlu pengalaman.. sebagai syarat ikut seleksi;Manager Baru kali ini yg Ga perlu pengalaman sebagai syarat ikut seleksi;manager baru kali ini yang tidak perlu pengalaman sebagai syarat ikut seleksi;manager baru kali ini yang tidak perlu pengalaman sebagai syarat ikut seleksi;['manager', 'baru', 'kali', 'ini', 'yang', 'tidak', 'perlu', 'pengalaman', 'sebagai', 'syarat', 'ikut', 'seleksi'];Tidak Terdeteksi;Lainnya;Diskusi;Diskusi;Menolak
bisnis baru si ..... itu;bisnis baru si itu;bisnis baru si itu;bisnis baru si itu;['bisnis', 'baru', 'si', 'itu'];Tidak Terdeteksi;Lainnya;Netral;Netral;Menolak
warung2 siap sepi....;warung2 siap sepi;warung2 siap sepi;warung2 siap sepi;['warung2', 'siap', 'sepi'];Tidak Terdeteksi;Lainnya;Netral;Netral;Netral
kopdes ???? = tni ad masuk desa...;kopdes tni ad masuk desa;koperasi desa tni ad masuk desa;koperasi desa tni ad masuk desa;['koperasi', 'desa', 'tni', 'ad', 'masuk', 'desa'];TNI, KDMP;Militerisasi;Netral;Netral;Netral
Membangun dari desa butuh tangan-tangan yang siap bekerja nyata! ?? Kehadiran TNI dalam program Koperasi Desa Merah Putih adalah wujud kemanunggalan untuk mempercepat pembangunan dan memastikan program strategis menyentuh hingga ke pelosok. Mari kita lihat ini sebagai kolaborasi besar untuk memperkuat ekonomi rakyat. Dengan gotong royong, tidak ada tantangan yang tidak bisa kita lalui. Desa kuat, Indonesia hebat!;Membangun dari desa butuh tangan tangan yang siap bekerja nyata Kehadiran TNI dalam program Koperasi Desa Merah Putih adalah wujud kemanunggalan untuk mempercepat pembangunan dan memastikan program strategis menyentuh hingga ke pelosok Mari kita lihat ini sebagai kolaborasi besar untuk memperkuat ekonomi rakyat Dengan gotong royong tidak ada tantangan yang tidak bisa kita lalui Desa kuat Indonesia hebat;membangun dari desa butuh tangan tangan yang siap bekerja nyata kehadiran tni dalam program koperasi desa merah putih adalah wujud kemanunggalan untuk mempercepat pembangunan dan memastikan program strategis menyentuh hingga ke pelosok mari kita lihat ini sebagai kolaborasi besar untuk memperkuat ekonomi rakyat dengan gotong royong tidak ada tantangan yang tidak bisa kita lalui desa kuat indonesia hebat;membangun dari desa butuh tangan tangan yang siap bekerja nyata kehadiran tni dalam program koperasi desa merah putih adalah wujud kemanunggalan untuk mempercepat pembangunan dan memastikan program strategis menyentuh hingga ke pelosok mari kita lihat ini sebagai kolaborasi besar untuk memperkuat ekonomi rakyat dengan gotong royong tidak ada tantangan yang tidak bisa kita lalui desa kuat indonesia hebat;['membangun', 'dari', 'desa', 'butuh', 'tangan', 'tangan', 'yang', 'siap', 'bekerja', 'nyata', 'kehadiran', 'tni', 'dalam', 'program', 'koperasi', 'desa', 'merah', 'putih', 'adalah', 'wujud', 'kemanunggalan', 'untuk', 'mempercepat', 'pembangunan', 'dan', 'memastikan', 'program', 'strategis', 'menyentuh', 'hingga', 'ke', 'pelosok', 'mari', 'kita', 'lihat', 'ini', 'sebagai', 'kolaborasi', 'besar', 'untuk', 'memperkuat', 'ekonomi', 'rakyat', 'dengan', 'gotong', 'royong', 'tidak', 'ada', 'tantangan', 'yang', 'tidak', 'bisa', 'kita', 'lalui', 'desa', 'kuat', 'indonesia', 'hebat'];TNI, KDMP;Militerisasi, Kebijakan;Out_of_Topic;Out_of_Topic;Mendukung
Didukung lah..jangan di besarkan jeleknya...kapan majunya;Didukung lah jangan di besarkan jeleknya kapan majunya;didukung jangan di besarkan jeleknya kapan majunya;didukung jangan di besarkan jeleknya kapan majunya;['didukung', 'jangan', 'di', 'besarkan', 'jeleknya', 'kapan', 'majunya'];Tidak Terdeteksi;Lainnya;Netral;Netral;Mendukung
"Tekniknya sederhana pertama bangun toko koperasi merah putih...lalu kedua survei harga pasar, ketiga tentukan standar harga terjangkau bagi masyarakat masyarakat, keempat target maksimal pelanggan, kelima ciptakan brand usaha untuk masyarakat, keenam kerjasama kontrak promosi periklanan, ketujuh program pengelolaan usaha rakyat kedelapan program proyek skala kecil, kesembilan program proyek skala besar, kesepuluh program lanjutan koperasi merah putih.
Hanya skill pengurus koperasi yg bisa melakukannya.";Tekniknya sederhana pertama bangun toko koperasi merah putih lalu kedua survei harga pasar ketiga tentukan standar harga terjangkau bagi masyarakat masyarakat keempat target maksimal pelanggan kelima ciptakan brand usaha untuk masyarakat keenam kerjasama kontrak promosi periklanan ketujuh program pengelolaan usaha rakyat kedelapan program proyek skala kecil kesembilan program proyek skala besar kesepuluh program lanjutan koperasi merah putih Hanya skill pengurus koperasi yg bisa melakukannya;tekniknya sederhana pertama bangun toko koperasi desa merah putih lalu kedua survei harga pasar ketiga tentukan standar harga terjangkau bagi masyarakat masyarakat keempat target maksimal pelanggan kelima ciptakan brand usaha untuk masyarakat keenam kerjasama kontrak promosi periklanan ketujuh program pengelolaan usaha rakyat kedelapan program proyek skala kecil kesembilan program proyek skala besar kesepuluh program lanjutan koperasi desa merah putih hanya skill pengurus koperasi yang bisa melakukannya;tekniknya sederhana pertama bangun toko koperasi desa merah putih lalu kedua survei harga pasar ketiga tentukan standar harga terjangkau bagi masyarakat masyarakat keempat target maksimal pelanggan kelima ciptakan brand usaha untuk masyarakat keenam kerjasama kontrak promosi periklanan ketujuh program pengelolaan usaha rakyat kedelapan program proyek skala kecil kesembilan program proyek skala besar kesepuluh program lanjutan koperasi desa merah putih hanya skill pengurus koperasi yang bisa melakukannya;['tekniknya', 'sederhana', 'pertama', 'bangun', 'toko', 'koperasi', 'desa', 'merah', 'putih', 'lalu', 'kedua', 'survei', 'harga', 'pasar', 'ketiga', 'tentukan', 'standar', 'harga', 'terjangkau', 'bagi', 'masyarakat', 'masyarakat', 'keempat', 'target', 'maksimal', 'pelanggan', 'kelima', 'ciptakan', 'brand', 'usaha', 'untuk', 'masyarakat', 'keenam', 'kerjasama', 'kontrak', 'promosi', 'periklanan', 'ketujuh', 'program', 'pengelolaan', 'usaha', 'rakyat', 'kedelapan', 'program', 'proyek', 'skala', 'kecil', 'kesembilan', 'program', 'proyek', 'skala', 'besar', 'kesepuluh', 'program', 'lanjutan', 'koperasi', 'desa', 'merah', 'putih', 'hanya', 'skill', 'pengurus', 'koperasi', 'yang', 'bisa', 'melakukannya'];KDMP;Pengelolaan, Kebijakan;Out_of_Topic;Out_of_Topic;Diskusi
LAHAN BARU BUAT KORUPSI;LAHAN BARU BUAT KORUPSI;lahan baru untuk korupsi;lahan baru untuk korupsi;['lahan', 'baru', 'untuk', 'korupsi'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
Sdh pikun apa yg di omon² dulu sekarang dijogetin aje??;Sdh pikun apa yg di omon2 dulu sekarang dijogetin aje;sudah pikun apa yang di omon2 dulu sekarang dijogetin aje;sudah pikun apa yang di omon2 dulu sekarang dijogetin aje;['sudah', 'pikun', 'apa', 'yang', 'di', 'omon2', 'dulu', 'sekarang', 'dijogetin', 'aje'];Tidak Terdeteksi;Lainnya;Diskusi;Diskusi;Menolak
"Program nafsu ugal2an tanpa kompromi dan pemikiran matang...!
Pemerimtah menggebu dg program ini...tapi
kenapa kopdes merah putih tidak memakai uang negara???
Siapa yg bayar mobil impor???
RAKYAT JANGAN MAU DIKIBULIN JADI ANGGOTA...NANTI DIPALAK TERUS...!";Program nafsu ugal2an tanpa kompromi dan pemikiran matang Pemerimtah menggebu dg program ini tapi kenapa kopdes merah putih tidak memakai uang negara Siapa yg bayar mobil impor RAKYAT JANGAN MAU DIKIBULIN JADI ANGGOTA NANTI DIPALAK TERUS;program nafsu ugal2an tanpa kompromi dan pemikiran matang pemerimtah menggebu dengan program ini tapi kenapa koperasi desa merah putih tidak memakai uang negara siapa yang bayar mobil impor rakyat jangan mau dikibulin jadi anggota nanti dipalak terus;program nafsu ugal2an tanpa kompromi dan pemikiran matang pemerimtah menggebu dengan program ini tapi kenapa koperasi desa merah putih tidak memakai uang negara siapa yang bayar mobil impor rakyat jangan mau dikibulin jadi anggota nanti dipalak terus;['program', 'nafsu', 'ugal2an', 'tanpa', 'kompromi', 'dan', 'pemikiran', 'matang', 'pemerimtah', 'menggebu', 'dengan', 'program', 'ini', 'tapi', 'kenapa', 'koperasi', 'desa', 'merah', 'putih', 'tidak', 'memakai', 'uang', 'negara', 'siapa', 'yang', 'bayar', 'mobil', 'impor', 'rakyat', 'jangan', 'mau', 'dikibulin', 'jadi', 'anggota', 'nanti', 'dipalak', 'terus'];KDMP;Pengelolaan, Kebijakan;Menolak;Menolak;Menolak
owh brti ini 19juta lapangan yg dijanjikan di sppg sama kopdesmerput;owh brti ini 19juta lapangan yg dijanjikan di sppg sama kopdesmerput;owh brti ini 19juta lapangan yang dijanjikan di sppg sama kopdesmerput;owh brti ini 19juta lapangan yang dijanjikan di sppg sama kopdesmerput;['owh', 'brti', 'ini', '19juta', 'lapangan', 'yang', 'dijanjikan', 'di', 'sppg', 'sama', 'kopdesmerput'];KDMP;Lainnya;Diskusi;Diskusi;Netral
Koruptor,,ini akal akalan penyelenggara ini,, coba beli produk dalam negeri aja dasar;Koruptor ini akal akalan penyelenggara ini coba beli produk dalam negeri aja dasar;koruptor ini akal akalan penyelenggara ini coba beli produk dalam negeri saja dasar;koruptor ini akal akalan penyelenggara ini coba beli produk dalam negeri saja dasar;['koruptor', 'ini', 'akal', 'akalan', 'penyelenggara', 'ini', 'coba', 'beli', 'produk', 'dalam', 'negeri', 'saja', 'dasar'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
jadi mereka bisa meminta India untuk menaikkan harga dan membeli dengan harga lebih rendah... korupsi seperti biasa. munafik konoha;jadi mereka bisa meminta India untuk menaikkan harga dan membeli dengan harga lebih rendah korupsi seperti biasa munafik konoha;jadi mereka bisa meminta india untuk menaikkan harga dan membeli dengan harga lebih rendah korupsi seperti biasa munafik konoha;jadi mereka bisa meminta india untuk menaikkan harga dan membeli dengan harga lebih rendah korupsi seperti biasa munafik konoha;['jadi', 'mereka', 'bisa', 'meminta', 'india', 'untuk', 'menaikkan', 'harga', 'dan', 'membeli', 'dengan', 'harga', 'lebih', 'rendah', 'korupsi', 'seperti', 'biasa', 'munafik', 'konoha'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
Koperasi desa yang belum beroperasi sudah dibebani gaji sopir dan operasional 2 mobil. Kalau sepeda motor sih bisa dimaklumilah, walau juga ada biaya operasionalnya. Inilah negeri bangsat yang pejabat publiknya cuma nyusahin rakyat saja, gaya hidup pejabat bangsat jadi beban rakyat..;Koperasi desa yang belum beroperasi sudah dibebani gaji sopir dan operasional 2 mobil Kalau sepeda motor sih bisa dimaklumilah walau juga ada biaya operasionalnya Inilah negeri bangsat yang pejabat publiknya cuma nyusahin rakyat saja gaya hidup pejabat bangsat jadi beban rakyat;koperasi desa yang belum beroperasi sudah dibebani gaji sopir dan operasional 2 mobil kalau sepeda motor bisa dimaklumilah walau juga ada biaya operasionalnya inilah negeri bangsat yang pejabat publiknya hanya nyusahin rakyat saja gaya hidup pejabat bangsat jadi beban rakyat;koperasi desa yang belum beroperasi sudah dibebani gaji sopir dan operasional mobil kalau sepeda motor bisa dimaklumilah walau juga ada biaya operasionalnya inilah negeri bangsat yang pejabat publiknya hanya nyusahin rakyat saja gaya hidup pejabat bangsat jadi beban rakyat;['koperasi', 'desa', 'yang', 'belum', 'beroperasi', 'sudah', 'dibebani', 'gaji', 'sopir', 'dan', 'operasional', 'mobil', 'kalau', 'sepeda', 'motor', 'bisa', 'dimaklumilah', 'walau', 'juga', 'ada', 'biaya', 'operasionalnya', 'inilah', 'negeri', 'bangsat', 'yang', 'pejabat', 'publiknya', 'hanya', 'nyusahin', 'rakyat', 'saja', 'gaya', 'hidup', 'pejabat', 'bangsat', 'jadi', 'beban', 'rakyat'];KDMP;Lainnya;Netral;Netral;Menolak
Ajang KORUPSI;Ajang KORUPSI;ajang korupsi;ajang korupsi;['ajang', 'korupsi'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
???ya hadirkan KPK dari kita sampai ke desa mengawal APBN DAN APBD jgn di salah gunakan anggaran...terutama kades2 perlu di kawal ketat melAlui KPK dari kita sampai desa..;ya hadirkan KPK dari kita sampai ke desa mengawal APBN DAN APBD jgn di salah gunakan anggaran terutama kades2 perlu di kawal ketat melAlui KPK dari kita sampai desa;ya hadirkan kpk dari kita sampai ke desa mengawal anggaran pendapatan dan belanja negara dan anggaran pendapatan dan belanja daerah jgn di salah gunakan anggaran terutama kades2 perlu di kawal ketat melalui kpk dari kita sampai desa;hadirkan kpk dari kita sampai ke desa mengawal anggaran pendapatan dan belanja negara dan anggaran pendapatan dan belanja daerah jgn di salah gunakan anggaran terutama kades2 perlu di kawal ketat melalui kpk dari kita sampai desa;['hadirkan', 'kpk', 'dari', 'kita', 'sampai', 'ke', 'desa', 'mengawal', 'anggaran', 'pendapatan', 'dan', 'belanja', 'negara', 'dan', 'anggaran', 'pendapatan', 'dan', 'belanja', 'daerah', 'jgn', 'di', 'salah', 'gunakan', 'anggaran', 'terutama', 'kades2', 'perlu', 'di', 'kawal', 'ketat', 'melalui', 'kpk', 'dari', 'kita', 'sampai', 'desa'];Kades;Lainnya;Out_of_Topic;Out_of_Topic;Mendukung
Yg bekerja bukan masyarakat lingkungan desa karena yg melaksanakan proyek kontraktor yg mengawasi TNI pertanyaannya apakah tentara gak doyan duwit bos;Yg bekerja bukan masyarakat lingkungan desa karena yg melaksanakan proyek kontraktor yg mengawasi TNI pertanyaannya apakah tentara gak doyan duwit bos;yang bekerja bukan masyarakat lingkungan desa karena yang melaksanakan proyek kontraktor yang mengawasi tni pertanyaannya apakah tni tidak doyan duwit bos;yang bekerja bukan masyarakat lingkungan desa karena yang melaksanakan proyek kontraktor yang mengawasi tni pertanyaannya apakah tni tidak doyan duwit bos;['yang', 'bekerja', 'bukan', 'masyarakat', 'lingkungan', 'desa', 'karena', 'yang', 'melaksanakan', 'proyek', 'kontraktor', 'yang', 'mengawasi', 'tni', 'pertanyaannya', 'apakah', 'tni', 'tidak', 'doyan', 'duwit', 'bos'];TNI;Militerisasi;Diskusi;Diskusi;Menolak
ugal-ugalan ga sih?;ugal ugalan ga sih;ugal ugalan tidak;ugal ugalan tidak;['ugal', 'ugalan', 'tidak'];Tidak Terdeteksi;Lainnya;Netral;Netral;Menolak
Saya kerja di puskesmas dan kebetulan tupoksinya cukup bersentuhan dengan posyandu. Pemotongan dana desa sangat berdampak terhadap honor kader posyandu. Cukup banyak kader yg mengundurkan diri karena ada pemotongan honor. Udah kecil, tambah lagi dipotong. Miris banget;Saya kerja di puskesmas dan kebetulan tupoksinya cukup bersentuhan dengan posyandu Pemotongan dana desa sangat berdampak terhadap honor kader posyandu Cukup banyak kader yg mengundurkan diri karena ada pemotongan honor Udah kecil tambah lagi dipotong Miris banget;saya kerja di puskesmas dan kebetulan tupoksinya cukup bersentuhan dengan posyandu pemotongan dana desa sangat berdampak terhadap honor kader posyandu cukup banyak kader yang mengundurkan diri karena ada pemotongan honor sudah kecil tambah lagi dipotong miris sekali;saya kerja di puskesmas dan kebetulan tupoksinya cukup bersentuhan dengan posyandu pemotongan dana desa sangat berdampak terhadap honor kader posyandu cukup banyak kader yang mengundurkan diri karena ada pemotongan honor sudah kecil tambah lagi dipotong miris sekali;['saya', 'kerja', 'di', 'puskesmas', 'dan', 'kebetulan', 'tupoksinya', 'cukup', 'bersentuhan', 'dengan', 'posyandu', 'pemotongan', 'dana', 'desa', 'sangat', 'berdampak', 'terhadap', 'honor', 'kader', 'posyandu', 'cukup', 'banyak', 'kader', 'yang', 'mengundurkan', 'diri', 'karena', 'ada', 'pemotongan', 'honor', 'sudah', 'kecil', 'tambah', 'lagi', 'dipotong', 'miris', 'sekali'];Tidak Terdeteksi;Dana Desa;Diskusi;Diskusi;Menolak
Rezeki dari ?????????????? bikin senyum lebar hari ini. Terima kasih banyak!;Rezeki dari bikin senyum lebar hari ini Terima kasih banyak;rezeki dari membuat senyum lebar hari ini terima kasih banyak;rezeki dari membuat senyum lebar hari ini terima kasih banyak;['rezeki', 'dari', 'membuat', 'senyum', 'lebar', 'hari', 'ini', 'terima', 'kasih', 'banyak'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Out_of_Topic
Di Indonesia ini koperasi mana yg sukses??????????;Di Indonesia ini koperasi mana yg sukses;di indonesia ini koperasi mana yang sukses;di indonesia ini koperasi mana yang sukses;['di', 'indonesia', 'ini', 'koperasi', 'mana', 'yang', 'sukses'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Menolak
Kazau kazau;Kacau kacau;kacau kacau;kacau kacau;['kazau', 'kazau'];Tidak Terdeteksi;Lainnya;Netral;Netral;Menolak
"Tempo kelewat sesuatu. ??

Ingat bahwa ASN tidak boleh menjadi anggota partai politik, maka dari itu apabila ada kader parpol menjadi pegawai/manajer KDMP dan berstatus sebagai PPPK itu secara hukum menyalahi UU ASN.";Tempo kelewat sesuatu Ingat bahwa ASN tidak boleh menjadi anggota partai politik maka dari itu apabila ada kader parpol menjadi pegawai manajer KDMP dan berstatus sebagai PPPK itu secara hukum menyalahi UU ASN;tempo kelewat sesuatu ingat bahwa asn tidak boleh menjadi anggota partai politik maka dari itu apabila ada kader parpol menjadi pegawai manajer koperasi desa merah putih dan berstatus sebagai pppk itu secara hukum menyalahi uu asn;tempo kelewat sesuatu ingat bahwa asn tidak boleh menjadi anggota partai politik maka dari itu apabila ada kader parpol menjadi pegawai manajer koperasi desa merah putih dan berstatus sebagai pppk itu secara hukum menyalahi uu asn;['tempo', 'kelewat', 'sesuatu', 'ingat', 'bahwa', 'asn', 'tidak', 'boleh', 'menjadi', 'anggota', 'partai', 'politik', 'maka', 'dari', 'itu', 'apabila', 'ada', 'kader', 'parpol', 'menjadi', 'pegawai', 'manajer', 'koperasi', 'desa', 'merah', 'putih', 'dan', 'berstatus', 'sebagai', 'pppk', 'itu', 'secara', 'hukum', 'menyalahi', 'uu', 'asn'];Tempo, KDMP;Pengelolaan, Media;Diskusi;Diskusi;Diskusi
